1,42.0,915.3,-102.9,39.1,112.2,-1,-1,-1,-1
1,41.0,1090.8,978.8,83.7,218.7,-1,-1,-1,-1
1,40.0,996.3,-50.8,45.9,131.0,-1,-1,-1,-1
1,39.0,1036.8,-43.1,47.2,125.6,-1,-1,-1,-1
1,38.0,-32.6,881.6,74.7,238.9,-1,-1,-1,-1
1,37.0,1417.5,198.8,45.9,172.5,-1,-1,-1,-1
1,36.0,1101.6,210.1,62.1,180.7,-1,-1,-1,-1
1,35.0,758.0,-79.4,41.8,130.3,-1,-1,-1,-1
1,34.0,1208.9,-15.9,70.2,153.1,-1,-1,-1,-1
1,33.0,1452.6,248.2,51.3,172.0,-1,-1,-1,-1
1,32.0,1794.2,204.9,56.7,184.3,-1,-1,-1,-1
1,31.0,372.3,77.2,47.9,150.9,-1,-1,-1,-1
1,30.0,242.3,82.9,52.6,171.3,-1,-1,-1,-1
1,29.0,411.1,91.4,54.7,170.2,-1,-1,-1,-1
1,28.0,461.4,83.9,54.7,168.2,-1,-1,-1,-1
1,27.0,259.7,365.9,63.8,215.3,-1,-1,-1,-1
1,26.0,909.9,128.2,50.0,164.0,-1,-1,-1,-1
1,25.0,550.5,-41.8,38.5,129.5,-1,-1,-1,-1
1,24.0,208.7,99.8,40.8,174.6,-1,-1,-1,-1
1,23.0,872.8,122.6,56.7,173.1,-1,-1,-1,-1
1,22.0,1559.3,255.8,56.7,189.7,-1,-1,-1,-1
1,21.0,270.5,92.1,52.3,175.9,-1,-1,-1,-1
1,20.0,505.2,133.1,52.6,174.1,-1,-1,-1,-1
1,19.0,226.5,399.6,64.1,200.5,-1,-1,-1,-1
1,18.0,263.6,69.9,51.0,173.0,-1,-1,-1,-1
1,17.0,539.7,62.4,43.2,170.8,-1,-1,-1,-1
1,16.0,221.9,127.9,48.3,165.7,-1,-1,-1,-1
1,15.0,336.3,84.8,47.8,177.4,-1,-1,-1,-1
1,14.0,1361.5,568.4,101.9,240.3,-1,-1,-1,-1
1,13.0,489.4,40.4,50.6,160.6,-1,-1,-1,-1
1,12.0,356.7,104.5,51.3,178.3,-1,-1,-1,-1
1,11.0,1636.2,261.2,62.1,183.6,-1,-1,-1,-1
1,10.0,704.7,-3.3,52.7,162.4,-1,-1,-1,-1
1,9.0,1030.7,133.1,79.7,179.8,-1,-1,-1,-1
1,8.0,795.2,147.2,59.4,175.1,-1,-1,-1,-1
1,7.0,1489.1,68.8,51.3,146.9,-1,-1,-1,-1
1,6.0,102.3,548.1,82.3,249.8,-1,-1,-1,-1
1,5.0,512.3,143.5,91.1,184.9,-1,-1,-1,-1
1,4.0,370.9,410.1,82.4,240.3,-1,-1,-1,-1
1,3.0,1729.4,457.3,78.3,216.0,-1,-1,-1,-1
1,2.0,288.1,122.9,53.7,171.7,-1,-1,-1,-1
1,1.0,632.1,760.1,98.9,253.8,-1,-1,-1,-1
2,42.0,915.3,-99.9,39.1,109.7,-1,-1,-1,-1
2,41.0,1095.5,978.1,81.0,221.4,-1,-1,-1,-1
2,40.0,997.7,-39.7,43.2,119.1,-1,-1,-1,-1
2,39.0,1037.5,-42.6,47.2,123.1,-1,-1,-1,-1
2,38.0,-33.4,878.9,75.0,240.3,-1,-1,-1,-1
